word,encoded_word,language
ניתוק,[14 10 22  6 19],Hebrew
calling,[ 2 21 25 25 23 13 16],English
ent,[19 13  1],English
note,[13 24  1 19],English
sara,[ 4 21 20 21],English
מערער,[13 16 20 16 20],Hebrew
האספקה,[ 5  1 15 17 19  5],Hebrew
programmers,[17 20 24 16 20 21 18 18 19 20  4],English
studying,[ 4  1  6  3  9 23 13 16],English
לנוח,[12 14  6  8],Hebrew
הרשות,[ 5 20 21  6 22],Hebrew
senators,[ 4 19 13 21  1 24 20  4],English
rack,[20 21  2 12],English
החומצה,[ 5  8  6 13 18  5],Hebrew
religion,[20 19 25 23 16 23 24 13],English
זנב,[ 7 14  2],Hebrew
טלוויזיה,[ 9 12  6  6 10  7 10  5],Hebrew
הגן,[ 5  3 23],Hebrew
fireplace,[11 23 20 19 17 25 21  2 19],English
jet,[ 8 19  1],English
continued,[ 2 24 13  1 23 13  6 19  3],English
בבשר,[ 2  2 21 20],Hebrew
סוחר,[15  6  8 20],Hebrew
nbc,[13 14  2],English
unauthorized,[ 6 13 21  6  1 10 24 20 23  7 19  3],English
להתעסק,[12  5 22 16 15 19],Hebrew
gray,[16 20 21  9],English
חוקרי,[ 8  6 19 20 10],Hebrew
gratuit,[16 20 21  1  6 23  1],English
element,[19 25 19 18 19 13  1],English
היוצרים,[ 5 10  6 18 20 10 24],Hebrew
יום,[10  6 24],Hebrew
remained,[20 19 18 21 23 13 19  3],English
ray,[20 21  9],English
heading,[10 19 21  3 23 13 16],English
מח,[13  8],Hebrew
pilot,[17 23 25 24  1],English
הרגע,[ 5 20  3 16],Hebrew
contracting,[ 2 24 13  1 20 21  2  1 23 13 16],English
לפיכך,[12 17 10 11 25],Hebrew
find,[11 23 13  3],English
operates,[24 17 19 20 21  1 19  4],English
נתקלו,[14 22 19 12  6],Hebrew
card,[ 2 21 20  3],English
videos,[ 5 23  3 19 24  4],English
נתפסת,[14 22 17 15 22],Hebrew
identity,[23  3 19 13  1 23  1  9],English
teachers,[ 1 19 21  2 10 19 20  4],English
cylinder,[ 2  9 25 23 13  3 19 20],English
autumn,[21  6  1  6 18 13],English
organized,[24 20 16 21 13 23  7 19  3],English
budgets,[14  6  3 16 19  1  4],English
נחה,[14  8  5],Hebrew
לחוש,[12  8  6 21],Hebrew
קבורה,[19  2  6 20  5],Hebrew
ערי,[16 20 10],Hebrew
העולמי,[ 5 16  6 12 13 10],Hebrew
מלוא,[13 12  6  1],Hebrew
transformation,[ 1 20 21 13  4 11 24 20 18 21  1 23 24 13],English
פתרון,[17 22 20  6 23],Hebrew
titles,[ 1 23  1 25 19  4],English
closest,[ 2 25 24  4 19  4  1],English
התנגדות,[ 5 22 14  3  4  6 22],Hebrew
wrapping,[29 20 21 17 17 23 13 16],English
עמודים,[16 13  6  4 10 24],Hebrew
המשפיע,[ 5 13 21 17 10 16],Hebrew
boat,[14 24 21  1],English
ישבו,[10 21  2  6],Hebrew
לאמות,[12  1 13  6 22],Hebrew
ואכל,[ 6  1 11 12],Hebrew
pledge,[17 25 19  3 16 19],English
glad,[16 25 21  3],English
המטפל,[ 5 13  9 17 12],Hebrew
vii,[ 5 23 23],English
הספירה,[ 5 15 17 10 20  5],Hebrew
latina,[25 21  1 23 13 21],English
texture,[ 1 19 15  1  6 20 19],English
בבחינת,[ 2  2  8 10 14 22],Hebrew
aid,[21 23  3],English
perception,[17 19 20  2 19 17  1 23 24 13],English
קולי,[19  6 12 10],Hebrew
holly,[10 24 25 25  9],English
המצעד,[ 5 13 18 16  4],Hebrew
מתחם,[13 22  8 24],Hebrew
מסיבי,[13 15 10  2 10],Hebrew
knit,[12 13 23  1],English
promises,[17 20 24 18 23  4 19  4],English
modifications,[18 24  3 23 11 23  2 21  1 23 24 13  4],English
opponents,[24 17 17 24 13 19 13  1  4],English
parish,[17 21 20 23  4 10],English
החיילים,[ 5  8 10 10 12 10 24],Hebrew
portable,[17 24 20  1 21 14 25 19],English
לבתי,[12  2 22 10],Hebrew
ואֹמר,[6 1],Hebrew
rl,[20 25],English
העמים,[ 5 16 13 10 24],Hebrew
directive,[ 3 23 20 19  2  1 23  5 19],English
structure,[ 4  1 20  6  2  1  6 20 19],English
חיבור,[ 8 10  2  6 20],Hebrew
forth,[11 24 20  1 10],English
ההחלטות,[ 5  5  8 12  9  6 22],Hebrew
place,[17 25 21  2 19],English
קצרים,[19 18 20 10 24],Hebrew
strips,[ 4  1 20 23 17  4],English
promo,[17 20 24 18 24],English
analyzed,[21 13 21 25  9  7 19  3],English
deliver,[ 3 19 25 23  5 19 20],English
הצפונית,[ 5 18 17  6 14 10 22],Hebrew
בכנפיו,[ 2 11 14 17 10  6],Hebrew
warnings,[29 21 20 13 23 13 16  4],English
כנגד,[11 14  3  4],Hebrew
כשלעצמו,[11 21 12 16 18 13  6],Hebrew
serial,[ 4 19 20 23 21 25],English
counted,[ 2 24  6 13  1 19  3],English
לו,[12  6],Hebrew
המעצמות,[ 5 13 16 18 13  6 22],Hebrew
tigers,[ 1 23 16 19 20  4],English
העלילה,[ 5 16 12 10 12  5],Hebrew
define,[ 3 19 11 23 13 19],English
compliance,[ 2 24 18 17 25 23 21 13  2 19],English
להימשך,[12  5 10 13 21 25],Hebrew
truck,[ 1 20  6  2 12],English
indexed,[23 13  3 19 15 19  3],English
techniques,[ 1 19  2 10 13 23 28  6 19  4],English
דברי,[ 4  2 20 10],Hebrew
לימין,[12 10 13 10 23],Hebrew
installed,[23 13  4  1 21 25 25 19  3],English
examines,[19 15 21 18 23 13 19  4],English
במרכז,[ 2 13 20 11  7],Hebrew
תפוח,[22 17  6  8],Hebrew
norm,[13 24 20 18],English
קובעת,[19  6  2 16 22],Hebrew
מעלות,[13 16 12  6 22],Hebrew
scientific,[ 4  2 23 19 13  1 23 11 23  2],English
שיאפשר,[21 10  1 17 21 20],Hebrew
בנחת,[ 2 14  8 22],Hebrew
מקבילה,[13 19  2 10 12  5],Hebrew
הגורם,[ 5  3  6 20 24],Hebrew
syracuse,[ 4  9 20 21  2  6  4 19],English
scottish,[ 4  2 24  1  1 23  4 10],English
guardian,[16  6 21 20  3 23 21 13],English
לח,[12  8],Hebrew
modify,[18 24  3 23 11  9],English
ובשל,[ 6  2 21 12],Hebrew
italy,[23  1 21 25  9],English
מתקדמת,[13 22 19  4 13 22],Hebrew
תפקודו,[22 17 19  6  4  6],Hebrew
הרצח,[ 5 20 18  8],Hebrew
הפרטים,[ 5 17 20  9 10 24],Hebrew
קרא,[19 20  1],Hebrew
browsers,[14 20 24 29  4 19 20  4],English
webcams,[29 19 14  2 21 18  4],English
המבוססים,[ 5 13  2  6 15 15 10 24],Hebrew
סירב,[15 10 20  2],Hebrew
wyoming,[29  9 24 18 23 13 16],English
לדמות,[12  4 13  6 22],Hebrew
בעוד,[ 2 16  6  4],Hebrew
חידש,[ 8 10  4 21],Hebrew
percent,[17 19 20  2 19 13  1],English
courses,[ 2 24  6 20  4 19  4],English
אכזרית,[ 1 11  7 20 10 22],Hebrew
בזהירות,[ 2  7  5 10 20  6 22],Hebrew
לאומית,[12  1  6 13 10 22],Hebrew
האצות,[ 5  1 18  6 22],Hebrew
ואין,[ 6  1 10 23],Hebrew
יצירת,[10 18 10 20 22],Hebrew
adults,[21  3  6 25  1  4],English
המזרחיים,[ 5 13  7 20  8 10 10 24],Hebrew
given,[16 23  5 19 13],English
this,[ 1 10 23  4],English
shuttle,[ 4 10  6  1  1 25 19],English
עונתה,[16  6 14 22  5],Hebrew
נעוריו,[14 16  6 20 10  6],Hebrew
soon,[ 4 24 24 13],English
worship,[29 24 20  4 10 23 17],English
מבוססות,[13  2  6 15 15  6 22],Hebrew
accountability,[21  2  2 24  6 13  1 21 14 23 25 23  1  9],English
ef,[19 11],English
עליהם,[16 12 10  5 24],Hebrew
sponsorship,[ 4 17 24 13  4 24 20  4 10 23 17],English
guide,[16  6 23  3 19],English
stand,[ 4  1 21 13  3],English
מונה,[13  6 14  5],Hebrew
הארוך,[ 5  1 20  6 25],Hebrew
מעתה,[13 16 22  5],Hebrew
למגוון,[12 13  3  6  6 23],Hebrew
shaft,[ 4 10 21 11  1],English
הפרישה,[ 5 17 20 10 21  5],Hebrew
plants,[17 25 21 13  1  4],English
מפגש,[13 17  3 21],Hebrew
hh,[10 10],English
specialist,[ 4 17 19  2 23 21 25 23  4  1],English
squad,[ 4 28  6 21  3],English
alike,[21 25 23 12 19],English
טמפרטורת,[ 9 13 17 20  9  6 20 22],Hebrew
אולי,[ 1  6 12 10],Hebrew
legend,[25 19 16 19 13  3],English
הרושם,[ 5 20  6 21 24],Hebrew
דמוקרטיה,[ 4 13  6 19 20  9 10  5],Hebrew
שירת,[21 10 20 22],Hebrew
הגדילה,[ 5  3  4 10 12  5],Hebrew
השכונה,[ 5 21 11  6 14  5],Hebrew
להקיף,[12  5 19 10 26],Hebrew
מאבק,[13  1  2 19],Hebrew
אדוני,[ 1  4  6 14 10],Hebrew
הנקבות,[ 5 14 19  2  6 22],Hebrew
מרחב,[13 20  8  2],Hebrew
sending,[ 4 19 13  3 23 13 16],English
שיטתי,[21 10  9 22 10],Hebrew
ולכל,[ 6 12 11 12],Hebrew
ורבים,[ 6 20  2 10 24],Hebrew
פחות,[17  8  6 22],Hebrew
אינך,[ 1 10 14 25],Hebrew
discretion,[ 3 23  4  2 20 19  1 23 24 13],English
לדאוג,[12  4  1  6  3],Hebrew
המלאה,[ 5 13 12  1  5],Hebrew
rice,[20 23  2 19],English
fl,[11 25],English
ניווט,[14 10  6  6  9],Hebrew
taught,[ 1 21  6 16 10  1],English
ונפלו,[ 6 14 17 12  6],Hebrew
jungle,[ 8  6 13 16 25 19],English
הצו,[ 5 18  6],Hebrew
dozen,[ 3 24  7 19 13],English
injuries,[23 13  8  6 20 23 19  4],English
עשירה,[16 21 10 20  5],Hebrew
lung,[25  6 13 16],English
אוכלים,[ 1  6 11 12 10 24],Hebrew
voyeur,[ 5 24  9 19  6 20],English
בצבעים,[ 2 18  2 16 10 24],Hebrew
neck,[13 19  2 12],English
בקלות,[ 2 19 12  6 22],Hebrew
fascinating,[11 21  4  2 23 13 21  1 23 13 16],English
ובנו,[ 6  2 14  6],Hebrew
balls,[14 21 25 25  4],English
ארמון,[ 1 20 13  6 23],Hebrew
הקושי,[ 5 19  6 21 10],Hebrew
היהודי,[ 5 10  5  6  4 10],Hebrew
נשמע,[14 21 13 16],Hebrew
מטעני,[13  9 16 14 10],Hebrew
cluster,[ 2 25  6  4  1 19 20],English
citizenship,[ 2 23  1 23  7 19 13  4 10 23 17],English
fuzzy,[11  6  7  7  9],English
מילולית,[13 10 12  6 12 10 22],Hebrew
cz,[2 7],English
latitude,[25 21  1 23  1  6  3 19],English
התייחס,[ 5 22 10 10  8 15],Hebrew
foam,[11 24 21 18],English
advantage,[21  3  5 21 13  1 21 16 19],English
נוסע,[14  6 15 16],Hebrew
charm,[ 2 10 21 20 18],English
מסוף,[13 15  6 26],Hebrew
הולם,[ 5  6 12 24],Hebrew
התעלם,[ 5 22 16 12 24],Hebrew
g,[16],English
course,[ 2 24  6 20  4 19],English
תהומי,[22  5  6 13 10],Hebrew
labs,[25 21 14  4],English
cheese,[ 2 10 19 19  4 19],English
combined,[ 2 24 18 14 23 13 19  3],English
בטרם,[ 2  9 20 24],Hebrew
ספיר,[15 17 10 20],Hebrew
devil,[ 3 19  5 23 25],English
הפרט,[ 5 17 20  9],Hebrew
ולבקש,[ 6 12  2 19 21],Hebrew
cds,[2 3 4],English
הצבאות,[ 5 18  2  1  6 22],Hebrew
motherboard,[18 24  1 10 19 20 14 24 21 20  3],English
designated,[ 3 19  4 23 16 13 21  1 19  3],English
כספים,[11 15 17 10 24],Hebrew
frost,[11 20 24  4  1],English
בניתוח,[ 2 14 10 22  6  8],Hebrew
eh,[19 10],English
להפיץ,[12  5 17 10 27],Hebrew
crowd,[ 2 20 24 29  3],English
resist,[20 19  4 23  4  1],English
fears,[11 19 21 20  4],English
chicks,[ 2 10 23  2 12  4],English
נדרש,[14  4 20 21],Hebrew
ואתן,[ 6  1 22 23],Hebrew
creatures,[ 2 20 19 21  1  6 20 19  4],English
cemetery,[ 2 19 18 19  1 19 20  9],English
יחד,[10  8  4],Hebrew
information,[23 13 11 24 20 18 21  1 23 24 13],English
לסוף,[12 15  6 26],Hebrew
מפקדי,[13 17 19  4 10],Hebrew
הבעלים,[ 5  2 16 12 10 24],Hebrew
קילוגרם,[19 10 12  6  3 20 24],Hebrew
hiring,[10 23 20 23 13 16],English
telescope,[ 1 19 25 19  4  2 24 17 19],English
רחבות,[20  8  2  6 22],Hebrew
hereby,[10 19 20 19 14  9],English
באינדוקציה,[ 2  1 10 14  4  6 19 18 10  5],Hebrew
היקוות,[ 5 10 19  6  6 22],Hebrew
mud,[18  6  3],English
streams,[ 4  1 20 19 21 18  4],English
נעלם,[14 16 12 24],Hebrew
האטומי,[ 5  1  9  6 13 10],Hebrew
virtual,[ 5 23 20  1  6 21 25],English
hawaii,[10 21 29 21 23 23],English
sec,[ 4 19  2],English
למעלה,[12 13 16 12  5],Hebrew
formerly,[11 24 20 18 19 20 25  9],English
sail,[ 4 21 23 25],English
להתקדם,[12  5 22 19  4 24],Hebrew
solomon,[ 4 24 25 24 18 24 13],English
plenty,[17 25 19 13  1  9],English
meta,[18 19  1 21],English
planning,[17 25 21 13 13 23 13 16],English
worn,[29 24 20 13],English
כחלוץ,[11  8 12  6 27],Hebrew
לגרום,[12  3 20  6 24],Hebrew
keen,[12 19 19 13],English
restricted,[20 19  4  1 20 23  2  1 19  3],English
featuring,[11 19 21  1  6 20 23 13 16],English
karen,[12 21 20 19 13],English
לקיסר,[12 19 10 15 20],Hebrew
מסמכים,[13 15 13 11 10 24],Hebrew
חשובות,[ 8 21  6  2  6 22],Hebrew
recognize,[20 19  2 24 16 13 23  7 19],English
reservation,[20 19  4 19 20  5 21  1 23 24 13],English
forced,[11 24 20  2 19  3],English
generic,[16 19 13 19 20 23  2],English
habits,[10 21 14 23  1  4],English
מאותם,[13  1  6 22 24],Hebrew
לבלתי,[12  2 12 22 10],Hebrew
מילה,[13 10 12  5],Hebrew
וחיילים,[ 6  8 10 10 12 10 24],Hebrew
betting,[14 19  1  1 23 13 16],English
שזכו,[21  7 11  6],Hebrew
who,[29 10 24],English
תפוצה,[22 17  6 18  5],Hebrew
מכשול,[13 11 21  6 12],Hebrew
available,[21  5 21 23 25 21 14 25 19],English
ללשון,[12 12 21  6 23],Hebrew
housewives,[10 24  6  4 19 29 23  5 19  4],English
diagnosis,[ 3 23 21 16 13 24  4 23  4],English
בגוף,[ 2  3  6 26],Hebrew
pants,[17 21 13  1  4],English
הבולטות,[ 5  2  6 12  9  6 22],Hebrew
זוגי,[ 7  6  3 10],Hebrew
biz,[14 23  7],English
נשמרו,[14 21 13 20  6],Hebrew
המנוח,[ 5 13 14  6  8],Hebrew
טבעי,[ 9  2 16 10],Hebrew
להכות,[12  5 11  6 22],Hebrew
נפוצה,[14 17  6 18  5],Hebrew
פרסם,[17 20 15 24],Hebrew
emission,[19 18 23  4  4 23 24 13],English
rss,[20  4  4],English
דחפורי,[ 4  8 17  6 20 10],Hebrew
לבני,[12  2 14 10],Hebrew
joy,[ 8 24  9],English
חומר,[ 8  6 13 20],Hebrew
canon,[ 2 21 13 24 13],English
שירה,[21 10 20  5],Hebrew
paradise,[17 21 20 21  3 23  4 19],English
חליפות,[ 8 12 10 17  6 22],Hebrew
המאוחרות,[ 5 13  1  6  8 20  6 22],Hebrew
חייליו,[ 8 10 10 12 10  6],Hebrew
pdt,[17  3  1],English
יבוא,[10  2  6  1],Hebrew
rentals,[20 19 13  1 21 25  4],English
karma,[12 21 20 18 21],English
zones,[ 7 24 13 19  4],English
לשמור,[12 21 13  6 20],Hebrew
במלחמה,[ 2 13 12  8 13  5],Hebrew
subject,[ 4  6 14  8 19  2  1],English
tin,[ 1 23 13],English
ut,[6 1],English
ואלו,[ 6  1 12  6],Hebrew
idol,[23  3 24 25],English
panic,[17 21 13 23  2],English
התערבות,[ 5 22 16 20  2  6 22],Hebrew
מנהגים,[13 14  5  3 10 24],Hebrew
למתן,[12 13 22 23],Hebrew
field,[11 23 19 25  3],English
בנגיף,[ 2 14  3 10 26],Hebrew
organ,[24 20 16 21 13],English
פקדה,[17 19  4  5],Hebrew
התנועות,[ 5 22 14  6 16  6 22],Hebrew
אומר,[ 1  6 13 20],Hebrew
תבליטים,[22  2 12 10  9 10 24],Hebrew
appropriate,[21 17 17 20 24 17 20 23 21  1 19],English
הורג,[ 5  6 20  3],Hebrew
bondage,[14 24 13  3 21 16 19],English
hate,[10 21  1 19],English
psp,[17  4 17],English
beat,[14 19 21  1],English
penetration,[17 19 13 19  1 20 21  1 23 24 13],English
והסוכנות,[ 6  5 15  6 11 14  6 22],Hebrew
חיו,[ 8 10  6],Hebrew
לטענת,[12  9 16 14 22],Hebrew
sublimedirectory,[ 4  6 14 25 23 18 19  3 23 20 19  2  1 24 20  9],English
זהב,[7 5 2],Hebrew
howto,[10 24 29  1 24],English
בכיר,[ 2 11 10 20],Hebrew
וכאשר,[ 6 11  1 21 20],Hebrew
תיכון,[22 10 11  6 23],Hebrew
נכבש,[14 11  2 21],Hebrew
קריאת,[19 20 10  1 22],Hebrew
infectious,[23 13 11 19  2  1 23 24  6  4],English
ולילה,[ 6 12 10 12  5],Hebrew
וכה,[ 6 11  5],Hebrew
לשמוע,[12 21 13  6 16],Hebrew
ממלכתית,[13 13 12 11 22 10 22],Hebrew
artistic,[21 20  1 23  4  1 23  2],English
breakfast,[14 20 19 21 12 11 21  4  1],English
mug,[18  6 16],English
documentation,[ 3 24  2  6 18 19 13  1 21  1 23 24 13],English
האירועים,[ 5  1 10 20  6 16 10 24],Hebrew
שעמד,[21 16 13  4],Hebrew
trend,[ 1 20 19 13  3],English
המלחמות,[ 5 13 12  8 13  6 22],Hebrew
kirk,[12 23 20 12],English
לפנים,[12 17 14 10 24],Hebrew
tumor,[ 1  6 18 24 20],English
reads,[20 19 21  3  4],English
ye,[ 9 19],English
הקריאה,[ 5 19 20 10  1  5],Hebrew
marsh,[18 21 20  4 10],English
חברים,[ 8  2 20 10 24],Hebrew
קופת,[19  6 17 22],Hebrew
talking,[ 1 21 25 12 23 13 16],English
systems,[ 4  9  4  1 19 18  4],English
apart,[21 17 21 20  1],English
העצום,[ 5 16 18  6 24],Hebrew
headers,[10 19 21  3 19 20  4],English
branch,[14 20 21 13  2 10],English
כהגיית,[11  5  3 10 10 22],Hebrew
ac,[21  2],English
deeply,[ 3 19 19 17 25  9],English
מפלגת,[13 17 12  3 22],Hebrew
chance,[ 2 10 21 13  2 19],English
המורכבות,[ 5 13  6 20 11  2  6 22],Hebrew
commissioner,[ 2 24 18 18 23  4  4 23 24 13 19 20],English
המגדל,[ 5 13  3  4 12],Hebrew
furthermore,[11  6 20  1 10 19 20 18 24 20 19],English
supplemental,[ 4  6 17 17 25 19 18 19 13  1 21 25],English
ידיים,[10  4 10 10 24],Hebrew
הכניסה,[ 5 11 14 10 15  5],Hebrew
erotic,[19 20 24  1 23  2],English
footage,[11 24 24  1 21 16 19],English
locate,[25 24  2 21  1 19],English
continent,[ 2 24 13  1 23 13 19 13  1],English
dui,[ 3  6 23],English
סיבה,[15 10  2  5],Hebrew
לכנסת,[12 11 14 15 22],Hebrew
emotions,[19 18 24  1 23 24 13  4],English
deviant,[ 3 19  5 23 21 13  1],English
taking,[ 1 21 12 23 13 16],English
בבוקר,[ 2  2  6 19 20],Hebrew
alerts,[21 25 19 20  1  4],English
slide,[ 4 25 23  3 19],English
הכתיבה,[ 5 11 22 10  2  5],Hebrew
ftp,[11  1 17],English
משחקני,[13 21  8 19 14 10],Hebrew
הרומח,[ 5 20  6 13  8],Hebrew
thinkpad,[ 1 10 23 13 12 17 21  3],English
revolutionary,[20 19  5 24 25  6  1 23 24 13 21 20  9],English
oxford,[24 15 11 24 20  3],English
ערוגות,[16 20  6  3  6 22],Hebrew
lens,[25 19 13  4],English
לתפקד,[12 22 17 19  4],Hebrew
darkness,[ 3 21 20 12 13 19  4  4],English
מאל,[13  1 12],Hebrew
twins,[ 1 29 23 13  4],English
עוברות,[16  6  2 20  6 22],Hebrew
זרם,[ 7 20 24],Hebrew
תקדים,[22 19  4 10 24],Hebrew
playback,[17 25 21  9 14 21  2 12],English
צריכת,[18 20 10 11 22],Hebrew
zope,[ 7 24 17 19],English
הקרקע,[ 5 19 20 19 16],Hebrew
ממשלת,[13 13 21 12 22],Hebrew
יתרה,[10 22 20  5],Hebrew
במערב,[ 2 13 16 20  2],Hebrew
נתנו,[14 22 14  6],Hebrew
הבחין,[ 5  2  8 10 23],Hebrew
block,[14 25 24  2 12],English
entries,[19 13  1 20 23 19  4],English
סיום,[15 10  6 24],Hebrew
achieving,[21  2 10 23 19  5 23 13 16],English
השיג,[ 5 21 10  3],Hebrew
עגול,[16  3  6 12],Hebrew
לרבות,[12 20  2  6 22],Hebrew
לאומנים,[12  1  6 13 14 10 24],Hebrew
פופולרי,[17  6 17  6 12 20 10],Hebrew
strongly,[ 4  1 20 24 13 16 25  9],English
african,[21 11 20 23  2 21 13],English
mauritius,[18 21  6 20 23  1 23  6  4],English
שהפך,[21  5 17 25],Hebrew
photograph,[17 10 24  1 24 16 20 21 17 10],English
denmark,[ 3 19 13 18 21 20 12],English
הנחת,[ 5 14  8 22],Hebrew
המשמשים,[ 5 13 21 13 21 10 24],Hebrew
קטע,[19  9 16],Hebrew
עשתה,[16 21 22  5],Hebrew
כביכול,[11  2 10 11  6 12],Hebrew
להוסיף,[12  5  6 15 10 26],Hebrew
brokers,[14 20 24 12 19 20  4],English
consultation,[ 2 24 13  4  6 25  1 21  1 23 24 13],English
מלחים,[13 12  8 10 24],Hebrew
equity,[19 28  6 23  1  9],English
aircraft,[21 23 20  2 20 21 11  1],English
bandwidth,[14 21 13  3 29 23  3  1 10],English
treat,[ 1 20 19 21  1],English
זיהה,[ 7 10  5  5],Hebrew
דקות,[ 4 19  6 22],Hebrew
consequently,[ 2 24 13  4 19 28  6 19 13  1 25  9],English
כתגובה,[11 22  3  6  2  5],Hebrew
jesus,[ 8 19  4  6  4],English
העקירה,[ 5 16 19 10 20  5],Hebrew
יציבות,[10 18 10  2  6 22],Hebrew
steady,[ 4  1 19 21  3  9],English
קולט,[19  6 12  9],Hebrew
promoting,[17 20 24 18 24  1 23 13 16],English
channels,[ 2 10 21 13 13 19 25  4],English
canal,[ 2 21 13 21 25],English
camp,[ 2 21 18 17],English
rental,[20 19 13  1 21 25],English
wondering,[29 24 13  3 19 20 23 13 16],English
save,[ 4 21  5 19],English
military,[18 23 25 23  1 21 20  9],English
borough,[14 24 20 24  6 16 10],English
טיפולים,[ 9 10 17  6 12 10 24],Hebrew
הזאב,[5 7 1 2],Hebrew
השליטה,[ 5 21 12 10  9  5],Hebrew
ופינוי,[ 6 17 10 14  6 10],Hebrew
רחוק,[20  8  6 19],Hebrew
האיום,[ 5  1 10  6 24],Hebrew
הקוד,[ 5 19  6  4],Hebrew
שלחה,[21 12  8  5],Hebrew
לבוש,[12  2  6 21],Hebrew
לקול,[12 19  6 12],Hebrew
formatting,[11 24 20 18 21  1  1 23 13 16],English
l,[25],English
נשאו,[14 21  1  6],Hebrew
newer,[13 19 29 19 20],English
נדיר,[14  4 10 20],Hebrew
live,[25 23  5 19],English
שהתנגד,[21  5 22 14  3  4],Hebrew
הציב,[ 5 18 10  2],Hebrew
essex,[19  4  4 19 15],English
playstation,[17 25 21  9  4  1 21  1 23 24 13],English
הצהריים,[ 5 18  5 20 10 10 24],Hebrew
cultures,[ 2  6 25  1  6 20 19  4],English
צפיפות,[18 17 10 17  6 22],Hebrew
מאן,[13  1 23],Hebrew
single,[ 4 23 13 16 25 19],English
שלג,[21 12  3],Hebrew
לאסור,[12  1 15  6 20],Hebrew
שבהם,[21  2  5 24],Hebrew
aqua,[21 28  6 21],English
טבח,[9 2 8],Hebrew
doctors,[ 3 24  2  1 24 20  4],English
penalty,[17 19 13 21 25  1  9],English
מציינים,[13 18 10 10 14 10 24],Hebrew
מחלוקת,[13  8 12  6 19 22],Hebrew
cuba,[ 2  6 14 21],English
המכתב,[ 5 13 11 22  2],Hebrew
architecture,[21 20  2 10 23  1 19  2  1  6 20 19],English
moments,[18 24 18 19 13  1  4],English
משותפים,[13 21  6 22 17 10 24],Hebrew
atmospheric,[21  1 18 24  4 17 10 19 20 23  2],English
ההוראה,[ 5  5  6 20  1  5],Hebrew
הפרברים,[ 5 17 20  2 20 10 24],Hebrew
accordance,[21  2  2 24 20  3 21 13  2 19],English
צמחו,[18 13  8  6],Hebrew
התפטרותו,[ 5 22 17  9 20  6 22  6],Hebrew
acoustic,[21  2 24  6  4  1 23  2],English
במזון,[ 2 13  7  6 23],Hebrew
computing,[ 2 24 18 17  6  1 23 13 16],English
בערוץ,[ 2 16 20  6 27],Hebrew
territories,[ 1 19 20 20 23  1 24 20 23 19  4],English
מדברים,[13  4  2 20 10 24],Hebrew
mass,[18 21  4  4],English
הנתונים,[ 5 14 22  6 14 10 24],Hebrew
figures,[11 23 16  6 20 19  4],English
נעליים,[14 16 12 10 10 24],Hebrew
poison,[17 24 23  4 24 13],English
rep,[20 19 17],English
bradford,[14 20 21  3 11 24 20  3],English
לוחמים,[12  6  8 13 10 24],Hebrew
catalogue,[ 2 21  1 21 25 24 16  6 19],English
ואולם,[ 6  1  6 12 24],Hebrew
חלש,[ 8 12 21],Hebrew
breath,[14 20 19 21  1 10],English
occurring,[24  2  2  6 20 20 23 13 16],English
fan,[11 21 13],English
כהה,[11  5  5],Hebrew
האסטרטגיה,[ 5  1 15  9 20  9  3 10  5],Hebrew
ears,[19 21 20  4],English
החקלאות,[ 5  8 19 12  1  6 22],Hebrew
במצב,[ 2 13 18  2],Hebrew
equilibrium,[19 28  6 23 25 23 14 20 23  6 18],English
reason,[20 19 21  4 24 13],English
evaluating,[19  5 21 25  6 21  1 23 13 16],English
valves,[ 5 21 25  5 19  4],English
lessons,[25 19  4  4 24 13  4],English
href,[10 20 19 11],English
converter,[ 2 24 13  5 19 20  1 19 20],English
ושירה,[ 6 21 10 20  5],Hebrew
client,[ 2 25 23 19 13  1],English
ידוע,[10  4  6 16],Hebrew
נפתח,[14 17 22  8],Hebrew
internationally,[23 13  1 19 20 13 21  1 23 24 13 21 25 25  9],English
תצוגה,[22 18  6  3  5],Hebrew
young,[ 9 24  6 13 16],English
בלא,[ 2 12  1],Hebrew
acrylic,[21  2 20  9 25 23  2],English
פעילים,[17 16 10 12 10 24],Hebrew
רגילה,[20  3 10 12  5],Hebrew
אחר,[ 1  8 20],Hebrew
ריצה,[20 10 18  5],Hebrew
stanley,[ 4  1 21 13 25 19  9],English
comprehensive,[ 2 24 18 17 20 19 10 19 13  4 23  5 19],English
tech,[ 1 19  2 10],English
expedia,[19 15 17 19  3 23 21],English
השייכת,[ 5 21 10 10 11 22],Hebrew
ימי,[10 13 10],Hebrew
כעשרים,[11 16 21 20 10 24],Hebrew
result,[20 19  4  6 25  1],English
הכנסת,[ 5 11 14 15 22],Hebrew
שקר,[21 19 20],Hebrew
volume,[ 5 24 25  6 18 19],English
naturals,[13 21  1  6 20 21 25  4],English
השיש,[ 5 21 10 21],Hebrew
preserve,[17 20 19  4 19 20  5 19],English
הכלניות,[ 5 11 12 14 10  6 22],Hebrew
שחשבו,[21  8 21  2  6],Hebrew
harder,[10 21 20  3 19 20],English
פסולת,[17 15  6 12 22],Hebrew
forge,[11 24 20 16 19],English
tv,[1 5],English
prague,[17 20 21 16  6 19],English
library,[25 23 14 20 21 20  9],English
namely,[13 21 18 19 25  9],English
איה,[ 1 10  5],Hebrew
rat,[20 21  1],English
